id                                   ; product type      ; product group          ; manufacturer  ; name                                                                      ; url                                                                                        ; price  ; building_type                                   ; power   ; type                    ; material                        ; hot water                                                                                                                                                                    ; control                                                                                                                                    ; description                         
3932d3e6-581b-4a5c-9223-9e9fdae898a5 ; TRANSFER_STATION  ; Hausübergabestationen  ; Enerpipe      ; Pufferspeicher-Übergabestation mit Hygienewendel HP1000DL-H               ; http://www.enerpipe.de/de/produkte/13647/nahwaermepufferspeicher                           ;        ; EFH / MFH                                       ; 27      ; Glattrohrwärmetauscher  ; Stahl                           ; Hygienewendel integriert                                                                                                                                                     ; DCC-Regler,Ausgang f. Primärventil/bis zu 2 Heizkreise/Boiler1/Boiler2(Zirkul.kreis), indiv. Außen- und oder raumtemp. Abhängige Regelung  ; Pufferspeicher-Isolierung Klasse B  
4dd3d37f-a8ca-43a9-a089-715446f1a2c4 ; TRANSFER_STATION  ; Hausübergabestationen  ; Enerpipe      ; Pufferspeicher-Übergabestation mit Hygienewendel HP1000ZL-H               ; http://www.enerpipe.de/de/produkte/13647/nahwaermepufferspeicher                           ;        ; EFH / MFH                                       ; 27      ; Glattrohrwärmetauscher  ; Stahl                           ; Hygienewendel integriert                                                                                                                                                     ; DCC-Regler,Ausgang f. Primärventil/bis zu 2 Heizkreise/Boiler1/Boiler2(Zirkul.kreis), indiv. Außen- und oder raumtemp. Abhängige Regelung  ; Pufferspeicher-Isolierung Klasse B  
21a4e06d-43a5-4bae-837b-4e0b263ada2f ; TRANSFER_STATION  ; Hausübergabestationen  ; Enerpipe      ; Pufferspeicher-Übergabestation mit Hygienewendel ÜP600DL-H                ; http://www.enerpipe.de/de/produkte/13647/nahwaermepufferspeicher                           ;        ; EFH / MFH                                       ; 40      ; Plattenwärmetauscher    ; Edelstahl Kupfer gelötet        ; Hygienewendel integriert                                                                                                                                                     ; DCC-Regler,Ausgang f. Primärventil/bis zu 3 Heizkreise/Boiler1/Boiler2(Zirkul.kreis), indiv. Außen- und oder raumtemp. Abhängige Regelung  ; Pufferspeicher-Isolierung Klasse B  
66237bf3-6aec-40a9-be40-380922a05ba0 ; TRANSFER_STATION  ; Hausübergabestationen  ; Enerpipe      ; Pufferspeicher-Übergabestation mit Hygienewendel ÜP600ZL-H                ; http://www.enerpipe.de/de/produkte/13647/nahwaermepufferspeicher                           ;        ; EFH / MFH                                       ; 40      ; Plattenwärmetauscher    ; Edelstahl Kupfer gelötet        ; Hygienewendel integriert                                                                                                                                                     ; DCC-Regler,Ausgang f. Primärventil/bis zu 3 Heizkreise/Boiler1/Boiler2(Zirkul.kreis), indiv. Außen- und oder raumtemp. Abhängige Regelung  ; Pufferspeicher-Isolierung Klasse B  
5f81e0c5-4acd-4d25-9c2f-092b9b5ed51f ; TRANSFER_STATION  ; Hausübergabestationen  ; Enerpipe      ; Pufferspeicher-Übergabestation mit Hygienewendel ÜP800DL-H                ; http://www.enerpipe.de/de/produkte/13647/nahwaermepufferspeicher                           ;        ; EFH / MFH                                       ; 40      ; Plattenwärmetauscher    ; Edelstahl Kupfer gelötet        ; Hygienewendel integriert                                                                                                                                                     ; DCC-Regler,Ausgang f. Primärventil/bis zu 3 Heizkreise/Boiler1/Boiler2(Zirkul.kreis), indiv. Außen- und oder raumtemp. Abhängige Regelung  ; Pufferspeicher-Isolierung Klasse B  
8562b6c4-9318-4972-879c-d5832a22fd63 ; TRANSFER_STATION  ; Hausübergabestationen  ; Enerpipe      ; Pufferspeicher-Übergabestation mit Hygienewendel ÜP800ZL-H                ; http://www.enerpipe.de/de/produkte/13647/nahwaermepufferspeicher                           ;        ; EFH / MFH                                       ; 40      ; Plattenwärmetauscher    ; Edelstahl Kupfer gelötet        ; Hygienewendel integriert                                                                                                                                                     ; DCC-Regler,Ausgang f. Primärventil/bis zu 3 Heizkreise/Boiler1/Boiler2(Zirkul.kreis), indiv. Außen- und oder raumtemp. Abhängige Regelung  ; Pufferspeicher-Isolierung Klasse B  
9473a0c0-51f4-496c-9869-822622a8d162 ; TRANSFER_STATION  ; Hausübergabestationen  ; Enerpipe      ; Pufferspeicher-Übergabestation mit Hygienewendel ÜP1000DL-H               ; http://www.enerpipe.de/de/produkte/13647/nahwaermepufferspeicher                           ;        ; EFH / MFH                                       ; 40      ; Plattenwärmetauscher    ; Edelstahl Kupfer gelötet        ; Hygienewendel integriert                                                                                                                                                     ; DCC-Regler,Ausgang f. Primärventil/bis zu 3 Heizkreise/Boiler1/Boiler2(Zirkul.kreis), indiv. Außen- und oder raumtemp. Abhängige Regelung  ; Pufferspeicher-Isolierung Klasse B  
cde8e6d8-3855-4e17-bd1d-58fa73665b20 ; TRANSFER_STATION  ; Hausübergabestationen  ; Enerpipe      ; Pufferspeicher-Übergabestation mit Hygienewendel ÜP1000ZL-H               ; http://www.enerpipe.de/de/produkte/13647/nahwaermepufferspeicher                           ;        ; EFH / MFH                                       ; 40      ; Plattenwärmetauscher    ; Edelstahl Kupfer gelötet        ; Hygienewendel integriert                                                                                                                                                     ; DCC-Regler,Ausgang f. Primärventil/bis zu 3 Heizkreise/Boiler1/Boiler2(Zirkul.kreis), indiv. Außen- und oder raumtemp. Abhängige Regelung  ; Pufferspeicher-Isolierung Klasse B  
6ebb3dda-c74f-4811-8cbd-c63dbd00e51e ; TRANSFER_STATION  ; Hausübergabestationen  ;               ; Standard-Hausübergabestation 25 kW                                        ;                                                                                            ; 2800   ;                                                 ; 25      ;                         ;                                 ;                                                                                                                                                                              ;                                                                                                                                            ;                                     
27065b99-8bdb-4b2d-945c-7589cadf1c55 ; TRANSFER_STATION  ; Hausübergabestationen  ;               ; Standard-Hausübergabestation 40 kW                                        ;                                                                                            ; 3000   ;                                                 ; 40      ;                         ;                                 ;                                                                                                                                                                              ;                                                                                                                                            ;                                     
5f6800c4-fcfe-41cb-aa84-282f00b52353 ; TRANSFER_STATION  ; Hausübergabestationen  ;               ; Standard-Hausübergabestation 70 kW                                        ;                                                                                            ; 3500   ;                                                 ; 70      ;                         ;                                 ;                                                                                                                                                                              ;                                                                                                                                            ;                                     
2094a79b-1554-42b4-b041-363e825058e5 ; TRANSFER_STATION  ; Hausübergabestationen  ;               ; Standard-Hausübergabestation 100 kW                                       ;                                                                                            ; 6500   ;                                                 ; 100     ;                         ;                                 ;                                                                                                                                                                              ;                                                                                                                                            ;                                     
8198326b-c296-4967-ae4a-90dd386c11ca ; TRANSFER_STATION  ; Hausübergabestationen  ;               ; Standard-Hausübergabestation 200 kW                                       ;                                                                                            ; 8000   ;                                                 ; 200     ;                         ;                                 ;                                                                                                                                                                              ;                                                                                                                                            ;                                     
3de9e1ab-c649-4436-b0f0-ee40fd64adb6 ; TRANSFER_STATION  ; Hausübergabestationen  ;               ; Standard-Hausübergabestation 500 kW                                       ;                                                                                            ; 14000  ;                                                 ; 500     ;                         ;                                 ;                                                                                                                                                                              ;                                                                                                                                            ;                                     
80a81c67-1c07-472a-9d80-143794ef3a5c ; TRANSFER_STATION  ; Hausübergabestationen  ;               ; Standard-Hausübergabestation 1000 kW                                      ;                                                                                            ; 20000  ;                                                 ; 1000    ;                         ;                                 ;                                                                                                                                                                              ;                                                                                                                                            ;                                     
